D1,D2,D3,D4,D5,D6,D7,D8,D9,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E3,E4,E5,E6,E7,E8,E9,I1,I2,I3,I4,I5,I6,I7,I8,I9,M1,M10,M11,M12,M13,M14,M15,M16,M17,M18,M2,M3,M4,M5,M6,M7,M8,M9,P1,P10,P11,P12,P13,P2,P3,P4,P5,P6,P7,P8,P9,S1,S10,S11,S12,S2,S3,S4,S5,S6,S7,S8,S9,V1,V10,V11,V12,V13,V2,V3,V4,V5,V6,V7,V8,V9,split
5.0080524151855e-06,1.7002231738349982e-06,-1.4374896067322545e-06,2.6745977802692474e-06,-1.491770342801822e-06,-9.278333739435436e-07,-6.456277352606774e-07,2.6014740472993463e-05,-2.233672646187259e-06,6.027907800992844e-06,-3.1270364085198895e-07,-1.5073151873731964e-05,-6.599791200062313e-06,-3.611953432827122e-05,-1.0592586490093608e-05,-1.7921522377916656e-05,1.5406206834439514e-05,-1.9154873200565296e-06,1.2800709566551267e-05,1.373556718487525e-06,1.951303137605574e-05,-8.796564896744555e-06,4.117108651864865e-06,1.3261177466871672e-06,6.108330233495198e-06,5.778729923482298e-06,-4.016290693246233e-06,-2.6974822957741253e-06,-1.834109994654646e-05,-1.4043939310491007e-05,-1.5489295357240734e-05,2.0769701674691475e-06,-2.4303163831679306e-05,1.9615943736524346e-06,-4.291837403818537e-05,-7.384632755266724e-07,1.49714874457336e-05,2.0129581864430865e-06,4.015261123307466e-06,9.649232352631572e-07,-1.4651147047774072e-05,-1.3370874496463605e-05,4.818569864564869e-06,2.385671616919236e-05,-1.3174426236606285e-05,2.1251846649809848e-05,-3.113705197751723e-07,5.538766353098524e-06,-6.23033719937237e-06,-2.9373701730054954e-07,-9.49123350155728e-06,1.4638013918915226e-05,-1.0697412960214623e-06,9.837603055758328e-07,4.9400268308196325e-06,2.3938076146148398e-06,-8.31575321456983e-06,-6.113802137222644e-06,1.5200065748115567e-07,1.0149383181137513e-05,2.4576619937596334e-05,-3.5623283845796943e-06,6.5520679882391604e-06,1.0729522540155194e-05,3.297868104594441e-06,-3.829082247541161e-06,2.084749690847248e-05,-2.4546289115117783e-06,-6.533508889059184e-05,5.085537549811611e-06,-8.41899284017342e-06,1.68873797671907e-05,2.53075112391237e-06,5.66268914084577e-07,-2.1897481384749037e-06,-8.35156515792866e-06,2.3499132514416837e-06,3.2701569723317586e-05,-2.5617743932439748e-05,5.571156762694716e-07,1.4927940050812986e-05,1.0829952012379605e-05,1.7164661423491152e-06,-2.5449062317129348e-05,8.367718069920614e-06,2.087111918288494e-06,2.46937634410626e-05,7.878415569089823e-06,2.3277613898010603e-05,2.064772057860571e-07,-1.9610388936436615e-06,8.410700703284408e-07,3.816556965912324e-05,8.655724299038768e-07,0.0
-0.0001279030913302211,-3.2579503205840306e-05,-4.7544117429594754e-07,1.4069982244710741e-06,5.367210563781067e-06,-2.395871881570613e-06,-6.104106627460507e-07,1.3711737674314827e-05,-2.2128244625400507e-06,1.0837224565089876e-05,1.2176942491906215e-07,-1.2366484780875385e-05,-6.0467457361597885e-06,-4.195259772903029e-05,-1.7411365446727567e-06,-2.5898600054450354e-05,2.2483542811280592e-05,8.786987309473364e-06,4.683459080552559e-06,1.8479365623962716e-06,9.49440374003085e-06,-6.995892612215878e-06,4.481951916990953e-06,2.260238523376281e-06,5.2179430811921904e-06,6.967555932951635e-07,-2.3963237074942077e-06,-3.686900854523381e-06,-1.6641257019027523e-05,-1.3132368445133268e-05,-1.1338042682700394e-05,1.692814643213525e-06,-2.275052143700729e-05,6.133770601637756e-06,-3.842677289849485e-05,6.022158885776341e-07,2.131045633871983e-05,3.2104200719796993e-06,4.744192958926356e-06,-4.411725893255626e-06,-1.4492876041483438e-05,-1.3101441243933722e-05,2.856079643175247e-06,2.3970244007666045e-05,-1.2062111777406115e-05,2.83995437376341e-05,-8.695107590302977e-07,7.0613834476126535e-06,1.4336261566472354e-06,8.686403113352369e-07,-7.923332650642456e-06,1.16090792705781e-05,6.50565337539769e-08,2.047184274720644e-06,1.6275552832858658e-06,1.0445647445927206e-06,-6.503424952809932e-06,-5.1992569413318615e-06,3.4887875613875784e-07,1.0948165998499093e-05,2.438478979696237e-05,-3.924481895916295e-06,-1.5441531544511586e-06,-9.422704758258136e-06,1.5681529024763223e-06,-2.883891511664928e-06,1.785383718095151e-06,-2.5406691379696175e-06,-6.1120528555786e-05,5.745621130730901e-06,-6.112291676712584e-06,8.408164082600993e-06,2.0408815392392126e-06,8.088186373165262e-07,-1.3637505968677816e-06,-1.3277935038888553e-05,6.223634425733719e-06,3.210254229764547e-05,-1.7649264930537232e-05,5.108344044130219e-07,1.1123371121426937e-05,1.4914578763349103e-05,1.212766187898681e-06,-2.9311880201534137e-05,4.955489037089119e-06,1.9459618691890935e-06,3.886656865848664e-05,2.178589840496767e-06,1.145731822296517e-05,-8.873215168866318e-07,-3.472635305552682e-08,-4.812111360325391e-07,4.0142506795470894e-05,5.045128611402226e-07,0.0
6.457332947301104e-06,1.4124912574900678e-06,-4.107149844457321e-07,2.1871869441257997e-07,1.2883781411038855e-05,-2.9557901640718636e-06,-3.3197744122693693e-07,2.6958385377954946e-05,-1.2568771684007837e-07,1.0944152723796562e-05,-2.0825418759244542e-06,-1.3519832731190492e-05,-5.594751906099314e-06,-3.959683103932295e-05,-7.20229855885499e-06,-1.6099569035434532e-05,1.76933520145434e-05,-5.378677217376414e-07,5.715152920279903e-06,6.318393832965391e-06,1.800917193738455e-05,-8.011453029864275e-06,8.3783397539654e-06,2.1410397414622902e-06,6.207013415691801e-06,3.325532681800219e-07,-4.3723583873002204e-06,-2.90083703552476e-06,-2.0458162573120828e-05,-9.400121414127616e-06,-7.337093944338189e-06,2.066528579748963e-06,-2.202734731213594e-05,3.0156472325176504e-06,-4.1554930633813856e-05,1.2438790610921778e-06,1.0336356765196742e-05,1.679375282604277e-06,7.432072141217852e-06,-3.173341761099683e-06,-1.29371431056326e-05,-1.0296951103177045e-05,6.611383327031205e-06,2.0161834511919588e-05,-1.1642965280420055e-05,3.101870819053918e-05,-8.892508040586188e-07,1.2495753573832062e-05,7.722693950417736e-06,-6.587723898145429e-08,8.024923756599183e-06,1.0510517023094674e-05,-2.5351974744233854e-07,2.157380196682086e-06,5.996954265649083e-06,3.5683851343979095e-06,-4.5113964518578755e-06,-2.4940660085299728e-06,-3.017728024871262e-08,6.3602647594553e-06,1.822989115299577e-05,-4.61394249124156e-06,5.87160773459193e-06,6.491039399308075e-06,-9.631897889819705e-06,-3.5150052302020118e-06,-1.2275065955844246e-05,-2.2202995687152417e-06,-5.8394737686514396e-05,7.827130561646504e-06,-3.111621383909509e-06,2.251490549862752e-06,-1.5241145120384197e-05,1.5023381522606332e-06,-1.7431747520089578e-06,-3.3203502279262525e-06,1.423608542395462e-05,3.104602844593399e-05,-1.827318431959753e-05,1.0989524436655116e-06,4.917880109933963e-06,2.0671501055338608e-06,3.4214386481977644e-06,-1.8731303331706474e-05,3.3269428228251456e-06,2.5440233382573386e-06,2.4303684412357186e-05,1.0620658624138253e-05,1.4911409484616711e-05,-1.1076406773010553e-06,-1.99455542493569e-06,3.8084459270162756e-07,3.245666780187842e-05,1.580613137699209e-06,0.0
5.824539342098841e-06,5.141465214595796e-07,-1.3058360807400259e-06,-8.057105254024156e-07,1.2113854916112672e-05,-1.2541170552298914e-06,1.7361121324293435e-05,-2.6285013913286183e-06,3.2239469002326978e-06,9.63471246014796e-06,3.612226824890855e-07,-7.241138772261756e-06,-4.942182852500252e-06,-3.533166406812057e-05,-1.0823226696451578e-05,-1.2432889388494962e-05,1.8741744330592437e-05,-3.536001854591218e-06,-1.713635331491607e-06,3.697993214124445e-06,9.879198330790296e-06,-7.931081421797157e-06,5.7542629430049366e-06,1.7974148252099124e-06,6.144994931961335e-06,3.143584312988763e-07,-5.2275092153434105e-06,-2.920732239610139e-06,-2.555031760026179e-05,-7.537290088934603e-06,-7.323793455097986e-06,1.3038886065796832e-06,-2.1404990094084525e-05,4.756054329214062e-06,-4.765983491922969e-05,1.0042371829112087e-06,9.979538828183453e-06,-7.151235609779287e-07,4.4890184265214e-06,-9.227519835427549e-06,-1.3523881306944522e-05,-1.2148559369353964e-05,4.015007901811103e-06,1.7451947936619777e-05,-1.3423179644697904e-05,1.969842924079357e-05,-1.6042705198755885e-06,8.575703656598683e-06,-6.404212146721118e-06,-1.2650707888479648e-07,-1.2339941226377468e-06,6.692917711340321e-06,5.081876942582059e-07,7.779617325823373e-07,2.756251100327018e-06,2.368113646094288e-06,2.4559268343043607e-06,-7.153353222564627e-06,-1.048565243488686e-06,1.258202117346312e-06,2.0857581586206854e-05,-4.237980910134754e-06,5.687254206394513e-06,-7.059421747519206e-06,-4.0162729997561675e-06,-3.2463229103855483e-06,2.3262859699659072e-05,-2.2746898392061506e-06,-5.584317946980377e-05,3.3197868409330937e-06,-5.009313653237422e-06,1.5030573065768457e-05,-3.6724045883477184e-06,7.020358929639707e-08,-2.623608228895148e-06,-1.3990192668811889e-05,1.5813328058491633e-05,2.6725729418100108e-05,-2.0432476376654514e-05,6.85577136107429e-07,1.6563383258887782e-05,7.4770576499957965e-06,1.983286578640305e-06,-1.685328733784422e-05,1.4561367204298264e-06,1.8725074292692563e-06,7.614480291347342e-06,2.2937105655283515e-06,3.803992670266416e-06,5.235888293072242e-07,-8.423285718520636e-07,2.294004047895288e-07,3.9588553656094774e-05,7.999041487999786e-07,0.0
8.572572376687806e-07,5.706951198920481e-07,-1.5559437114925802e-06,-1.624652328895853e-07,1.726554862816417e-05,-1.2703117562506817e-06,-4.489306361734496e-07,-3.6199000476170073e-06,3.682823070913247e-07,8.505408984120695e-06,1.9228317849647876e-06,-1.4097977506260749e-05,-3.71014695813608e-06,-3.201153600990216e-05,-8.186209984279862e-06,-1.2800464657364568e-05,1.4721771244970091e-05,-2.178370953185145e-06,3.817378424636944e-06,4.085976409242333e-06,1.295852385547389e-05,-6.999201484320862e-06,3.883562447059744e-06,1.9576359252507077e-06,6.139419798526094e-06,4.884436881954145e-07,-5.344641358417555e-06,-3.035735047721088e-06,-2.0859402315163532e-05,-6.262547673370882e-06,-1.2125379916131584e-05,1.3163598395986013e-06,-2.1086519421430486e-05,5.463451030892485e-06,-4.749565983487419e-05,7.597006635160448e-07,1.2522995710034502e-05,-9.61110057202331e-07,5.731668880215538e-06,-1.3330638064860092e-05,-1.0755868509014911e-05,-1.0139505992098553e-05,5.986869132137464e-06,1.4665310852436191e-05,-1.3231355508517565e-05,2.4374383429525832e-05,-1.786586927347694e-06,1.3655560399083787e-05,5.256866514915897e-06,-1.2710585236084815e-07,-5.645468128540759e-06,1.1916558799995223e-05,-1.3657347002937773e-06,1.5346746001112909e-06,2.7325742587361973e-06,5.230058512639002e-06,9.125005502088322e-07,-5.464361842672851e-06,-1.1650454035778011e-06,1.0356716943430425e-07,5.894593833529058e-06,-3.7260114469311287e-06,5.030885616858129e-06,6.245410232310352e-06,-9.240593553266243e-07,-1.6313797904177494e-06,-4.8534782422251e-06,-2.732407396067046e-06,-4.785398329362515e-05,4.7105487472725896e-06,-1.0645642800455288e-06,1.0457010668896735e-05,-1.0571328517945299e-06,3.554767518484643e-07,-3.4470156687946794e-06,-1.2028151582146733e-05,1.370687653932702e-05,2.1043998588406956e-05,-2.0606604682500054e-05,8.767384333230581e-07,-5.98430118836486e-06,4.261510285842444e-06,1.6371568736150534e-06,-2.0225416464005863e-05,3.636179484725892e-06,1.6447752799352331e-06,1.7316978713301834e-05,7.96324492781251e-06,8.049113670650024e-06,7.934902013501229e-06,-5.615349691890949e-06,-1.684306955234609e-07,3.417793900214826e-05,9.474597178905513e-07,0.0
6.1497103470219095e-06,1.1319308321605106e-06,-3.0996246936975575e-06,2.432503005078343e-07,-1.7845065323779912e-06,-1.8544630591043177e-06,-2.149619340231553e-06,-3.804925255496388e-06,1.8757416534413132e-06,6.629262235397226e-06,1.8437134521153586e-06,-1.5742938965328907e-05,-3.289255900284163e-06,-4.003451332427559e-05,-7.568477756238359e-06,-6.91767017723617e-06,1.1447059878338874e-05,-4.066112040229297e-06,5.47201138334575e-06,3.6586343142852326e-06,1.0276230475053264e-05,-6.6295197856871605e-06,4.606028842064978e-06,1.843363733482734e-06,5.622065139081818e-06,4.6597389215584143e-07,-4.62041632426337e-06,-2.055606036681773e-06,-2.363368650286366e-05,-6.767671935641609e-06,-1.817486228979355e-05,9.90322489220623e-07,-1.6165824036391587e-05,4.7209006547056335e-06,-5.30254029721538e-05,1.0689507427454916e-06,1.381866418203862e-05,-1.2803949132330977e-06,2.2513035996685063e-06,-1.3597592846085141e-05,-8.716234881118833e-06,-7.524535796943108e-06,7.669743978558146e-06,1.4417993119555172e-05,-1.234491295145912e-05,2.6509609559279967e-05,-1.8388213708231842e-06,1.3210043548576807e-05,7.264510468821468e-06,1.5248468402771634e-07,1.5196129278406953e-06,1.5825488425524867e-05,-2.2681306541173513e-06,1.0860196884712655e-06,3.0422077632435357e-06,5.0663436600153005e-06,-1.7425805078210714e-06,-6.295651422910038e-06,-1.338645503066313e-06,-5.659691027638891e-07,1.861593408536034e-05,-4.003043191761538e-06,-1.8788997297688466e-07,8.011877435389476e-06,-3.4110322390350754e-06,1.5013219564541771e-06,-1.5038615980093222e-05,-2.618851815975763e-06,-4.671381384838368e-05,1.5818797262050487e-06,2.6438633613826634e-06,-7.731305101313393e-06,5.738513509022081e-06,3.170917624023933e-07,-3.7766359842612475e-06,1.2834079599191323e-05,1.2889909849450525e-05,1.0926899714870575e-05,-1.7902258131554525e-05,8.91278205178157e-07,-5.978941227733088e-06,7.061919296697508e-06,6.328132517155825e-07,-1.5471647597399908e-05,4.939587434086699e-06,1.2779430801931554e-06,2.3940496143847866e-05,8.459782251934138e-06,5.191536265375233e-06,8.071877388495019e-06,-1.4828107859457604e-06,-1.9604519083413473e-07,3.447774148600197e-05,9.176118842815538e-07,0.0
6.6668500215024e-06,1.4089434481068035e-06,-1.7660366941960352e-06,-1.2253536940577258e-06,-1.0025984038756277e-06,-1.260653086788603e-06,-2.7022882874672918e-08,-3.6970823710136875e-06,-1.1388404177184647e-07,8.324576536753465e-06,1.2543150415776405e-06,-1.6914549832562168e-05,-3.1989024216904023e-06,-5.310284253623893e-05,-9.65274783651719e-06,-6.865534595643522e-06,1.81311194381663e-05,-1.0395201098929658e-05,4.605181666473933e-06,2.694657197979751e-06,1.072892022290624e-05,-9.335416501313427e-06,4.281132578395625e-06,1.5625911658597072e-06,6.204547156865444e-06,4.24384575246981e-07,-4.8661028086990045e-06,-2.026025011231818e-06,-1.9930864067560995e-05,-5.911416548214738e-06,-1.6865174255363298e-05,1.183988984020451e-06,-1.689751348513099e-05,7.67330441768596e-06,-5.257074971332057e-05,8.257664660980839e-07,1.6737935533043905e-05,-6.058453499817786e-07,3.2815600001477812e-06,-1.3192376061804322e-05,-1.1909388831781557e-05,-9.517871758936408e-06,4.795204521636352e-06,1.4924249770647212e-05,-1.5749523802751066e-05,1.4616595629807724e-05,-8.651688004584575e-07,8.212307594964645e-06,-4.538407053347818e-06,-1.1726251803615023e-06,-7.799494684453798e-07,1.2518292462422621e-05,-1.0079121939234884e-07,4.836431731140496e-07,-7.264448368968231e-07,4.57615139835273e-06,3.926644035074951e-06,-1.833276876014245e-06,-3.829261044742117e-07,-1.6876290012209816e-06,9.593125929080638e-06,-3.6532038981923476e-06,6.020822286336817e-06,1.4224755740282029e-05,4.027962787729322e-06,7.647780368205046e-06,1.9767223898920494e-05,-2.6216080129509883e-06,-3.8839599305303245e-05,-5.474864069670539e-08,2.0927406190860674e-06,-1.052111285589466e-05,8.880946641527315e-06,-2.939188527932527e-07,-3.5428471986083527e-06,-1.4584690171275355e-06,9.012892868885177e-06,9.570883247128546e-06,-1.8357938882084183e-05,7.101958771604534e-07,7.524425388825957e-07,1.0334694954277437e-05,-2.662247805296023e-07,-1.5298006036454954e-05,-1.7233432299615782e-06,8.453042880206907e-07,1.0769873335210061e-05,4.02467666969413e-06,5.324969887401771e-06,5.816232773888682e-06,-6.486186366162684e-06,2.593169703505291e-07,2.9984457769123405e-05,6.850831939569151e-07,0.0
1.701064506666474e-06,1.4934356230843254e-06,-1.059620667749298e-06,-2.4439766120846564e-06,-2.5253137664773733e-06,1.3185468171962449e-06,-1.1180363837873263e-06,-1.994170368540941e-06,9.244609712144483e-07,7.048097455819966e-05,9.936106332608767e-07,-1.4509108156114542e-05,-2.4810125663220035e-06,-4.112700551392694e-05,-7.604858818602209e-06,5.121260417969528e-07,2.372848852623152e-05,-2.0103040041344866e-06,5.676771482320927e-06,2.5822323147648053e-06,8.11764433350604e-06,-9.156984940064253e-06,3.0704782520990274e-06,1.1490784060932545e-06,6.6262854236281975e-06,3.7531145927582933e-07,-5.502950194579486e-06,-2.065889784908365e-06,-1.86947746071915e-05,-2.5901335882522768e-06,-8.43606826883477e-06,2.191073016320328e-06,-2.3854691343558006e-05,1.3081316322224327e-05,-6.026513646738876e-05,1.8518609803289034e-06,1.0699855912899474e-05,-5.662784142686004e-07,3.902212805590685e-06,-1.881972198253952e-05,-9.83150583812403e-06,-4.13419524551499e-06,8.803150545339244e-07,1.261072221988784e-05,-1.2077975458664543e-05,-7.697353146870979e-07,-4.222318338712236e-07,1.0212734477545616e-05,-3.743601409034896e-07,-6.083982323493003e-08,-9.56134064339726e-06,8.921780179904774e-06,3.1890411710109308e-06,-1.8089579261555834e-06,-4.912018178068721e-06,2.7085513411714617e-06,6.637093612512976e-06,-1.2667420918208387e-06,-7.738507517076812e-07,-3.317532552955171e-06,1.3438870862926945e-06,-1.1267809093749936e-06,-6.965270823968533e-07,4.782037373284281e-06,2.4425046864503587e-06,-1.3332562006580567e-06,4.769264553161447e-06,-2.753281969277964e-06,-1.3618065524479477e-05,3.9323005040609476e-07,-3.6030806388276483e-06,4.933502301248767e-06,-8.186776688783289e-07,-4.221454171207729e-07,-2.3998539920197025e-06,-9.707899648295441e-06,3.034274150456324e-06,-9.947966900872457e-07,-1.3788114214440422e-05,3.2647849427748057e-07,-9.557255776309211e-07,7.450621407821943e-06,-9.749583809476825e-07,3.15621581442745e-07,1.6343727800129247e-09,5.103895153620001e-07,4.287177742163479e-08,9.74718984308062e-09,-1.7841556872038299e-06,3.952833153442727e-06,-3.261595930127691e-06,8.372541895843377e-09,1.5618728963000086e-05,3.545839983546661e-07,0.0
1.5697511600243336e-06,9.083351512684034e-07,-1.3956041755347372e-06,4.6528430473758257e-07,-1.3000377286845408e-06,-1.6099756394034107e-06,1.659680498229514e-07,1.925833995911711e-05,-1.261037396468721e-06,4.307946744687817e-06,-7.099733360304665e-06,-2.4598860593764586e-06,4.962671526366347e-06,1.3839753282680614e-06,1.6888626848099857e-05,-1.4234289118551562e-05,9.955677442774417e-06,4.677515852537177e-06,4.80687507491672e-06,3.0348623789882054e-06,9.479202377555456e-06,-5.760299440086703e-06,2.742548608616221e-06,-1.0044273401969656e-07,2.3579564876827953e-06,-4.6894602078716327e-07,-1.4220062427003485e-06,-9.782855588585746e-07,5.632239424051494e-06,-2.1122187086805167e-05,-1.5963591237680917e-05,1.4870618303968446e-06,-1.0101046116984604e-06,1.1334886106537203e-06,-4.684203927935779e-06,-3.1180121268785584e-06,2.0365648459605266e-05,-4.516483941782623e-07,2.4124854415914837e-06,-2.546535788121978e-06,-6.354927195313731e-06,-1.102657844860741e-05,2.046405825185226e-06,1.8175203450245794e-06,1.686720152264912e-05,-5.0763377308194835e-06,3.997161286517231e-06,5.238922593264453e-06,-2.4248320085972147e-06,1.2757023757065163e-06,1.0821598616315585e-06,1.830131146560941e-05,8.138736517493606e-08,1.6160334779746821e-06,-2.3020768669075197e-06,7.078972167795937e-07,-1.1439348112476274e-05,-7.224619928686885e-06,-8.691056753269226e-08,1.6625647826116872e-05,1.3514068163038937e-05,-2.0599186910500005e-06,2.4172644158653995e-06,-6.395816879470758e-07,-3.147627183108458e-05,-1.6690644192223909e-06,8.828312873558222e-06,-1.3804775611210903e-06,-2.5683429154889225e-05,1.9580927277177045e-06,-4.148415543498598e-06,2.3278522708400557e-05,4.265315558937111e-06,-1.0219479053136596e-05,1.2504797428375806e-05,-1.6893041608793477e-05,1.1703273780003123e-05,3.19491671828333e-05,-1.3657374860422703e-05,-5.779833728617469e-06,6.978033528496548e-07,2.3245740318640414e-05,4.681964928652876e-07,-2.7197829854853723e-05,3.774170671339538e-06,2.0327590924194042e-07,1.997291525965077e-05,1.3125591488443056e-05,1.845485691103444e-07,1.1527653313617592e-06,-5.42597625816272e-08,7.686884361497519e-08,2.270414365610935e-05,-2.4329877541148926e-07,0.0
2.1268510726065005e-06,1.0997811605980733e-06,-9.65030968190463e-07,-4.301703534009501e-06,1.071437034801888e-05,-1.780941784826039e-06,-1.9401276561359723e-07,1.8682408142892823e-05,-2.1940551996410545e-07,8.337441096539955e-06,-4.762110035415538e-06,-3.5811767875410536e-06,5.429757276930808e-06,1.7135048726245452e-06,2.1342811167058524e-05,-8.916911394404001e-06,1.2225022590228733e-05,-1.1322171665443283e-06,5.710368986175527e-06,1.4677218031424965e-06,9.385682011337673e-06,-4.766163057234711e-06,4.040717970090047e-06,-6.034037815396048e-08,3.2914919157158773e-06,6.67089213516607e-07,-1.865174838216322e-06,-1.3254335062273539e-06,3.4572635153756085e-06,-1.8832276636859797e-05,-1.243100496680682e-05,1.610159986522929e-06,-6.578238113229344e-06,1.2562907989143297e-06,-1.034686551273044e-05,-2.0580856588378e-06,1.884570498678261e-05,-1.07541706224081e-06,3.051133807895446e-06,-5.2304044514562205e-06,-8.555678019175965e-06,-8.645068451233747e-06,4.227242116137227e-07,1.116551137699473e-05,1.8749113094160748e-05,4.777878840253549e-06,4.518183317037012e-06,7.834387145001007e-06,4.153894789211198e-06,6.240943979323491e-07,2.414632640879631e-06,1.952594112499202e-05,1.2925301688062598e-06,2.0154569761301193e-06,6.822557148731581e-07,3.0042243356046394e-07,-1.336230983535316e-05,-5.075860200464183e-06,-4.1630416449452897e-07,1.309568269166684e-05,1.5447000245737038e-05,-2.2766964246335128e-06,1.1346598635869186e-06,1.1107771079085895e-05,-3.0766904475360036e-05,-1.9079167334090407e-06,-2.993632641543817e-07,-1.5562709225523972e-06,-2.9775260310265597e-05,3.138455571996575e-06,-6.240666508857055e-06,2.1523971938526102e-05,-5.085043646418872e-06,-7.975499939035822e-06,9.403138049151821e-06,-1.1497136853447901e-05,1.108465650748446e-05,2.820319803095066e-05,-1.3630054560410516e-05,-3.7264812220742565e-06,7.445141616801511e-07,1.1205123545242483e-05,4.70599937277018e-07,-3.1157074448502044e-05,4.017574815944678e-06,3.768810580291047e-07,2.1677692216333257e-05,1.8727741392571706e-05,7.64582306520716e-06,1.1113151496748854e-06,-1.8915211997993636e-06,2.915974714883186e-07,2.8884413576728044e-05,-2.3348713889349255e-07,0.0
3.117889588580608e-06,1.3870083217286237e-06,-4.367548832802942e-06,-6.149524424627336e-06,1.5455452272943367e-05,-1.3417000655214296e-06,1.3227172180622963e-07,1.8646263282973365e-05,-4.037408888621382e-08,8.27493367755667e-06,-2.297453568002696e-06,-7.821667758119805e-06,-3.912606667194619e-05,-9.544783920420553e-07,-8.94268625233877e-06,-1.088911955264542e-05,1.2315754834660619e-05,-6.068258491207393e-06,7.628125737521368e-06,3.083126436273921e-06,1.2729989899514734e-05,-4.36627303294324e-06,5.157771375974779e-06,-4.5712630189308226e-08,3.928421918734052e-06,1.3339850099944237e-06,-1.6879150655232807e-06,-1.4976306319438589e-06,1.960178773463568e-06,-1.9686961951471405e-05,-1.3018817606021626e-05,1.4669768445605155e-06,-8.802254310544531e-06,1.4270214424156909e-06,-1.6362065972531325e-05,-1.5876164069863282e-06,2.0197031708280522e-05,-1.1616148049177762e-06,3.466560767658701e-06,-6.650033933332069e-06,-9.764140542517489e-06,-6.053458087214416e-06,5.616069942792846e-07,8.618359059466702e-06,1.8630783566563403e-05,1.2194917529672125e-05,4.399867048792177e-06,6.504850073824302e-06,1.3350467043695001e-05,-1.0217836073642096e-06,6.2014019611224745e-06,1.6437140304710956e-05,1.192055178358567e-06,2.445439975032073e-06,4.630471973407929e-07,1.018097969740928e-06,-7.439843236633006e-06,-3.4316460359922437e-06,-8.11667412421322e-07,8.833029516749012e-06,1.9245315295415078e-05,-2.6366818416293944e-06,1.1240652607827543e-06,1.1757634106441178e-05,-3.956296082558111e-06,-1.5026548006043508e-06,-1.8831085533144356e-05,-1.4460853058875327e-06,-2.870298997059839e-05,3.5485195226841247e-06,-7.200900595353342e-06,2.0400142846216085e-05,3.236194042646854e-07,-7.697220003487339e-06,8.121476285164236e-06,-1.3777186291123964e-05,1.1008318806924482e-05,2.5617281826545847e-05,-1.1779864770153772e-05,-2.9714184694465367e-06,6.176608759963802e-06,7.701527568621796e-06,7.86776270551658e-07,-3.202152171475442e-05,5.284031745330449e-06,6.319805106459041e-07,2.2882436150825917e-05,1.937509079114161e-05,1.3049716099848576e-05,-2.467585998076803e-06,-6.159652089499186e-07,3.611829923154912e-07,3.114206073049588e-05,-1.2840772521685317e-07,0.0
3.428555504702247e-06,7.690349649639642e-07,-5.019724236866696e-06,-6.68186189810577e-06,1.7510607147950903e-05,-9.272386887093661e-07,4.9784402521665086e-08,-3.61689911204271e-06,4.309454750087117e-07,8.861549446996275e-06,1.7137710702746215e-06,-7.2455735809586135e-06,-4.058811197730203e-05,-1.0244924787455693e-06,-6.910952798558651e-06,-1.0739806044752066e-05,7.523256791603586e-06,-5.113898517897554e-06,4.3029246860282755e-06,3.554908748079841e-06,1.1765903280809498e-05,-3.6170644352330928e-06,6.812907873212757e-06,5.010026361818586e-09,3.604505208830962e-06,3.0359859573673595e-06,-1.4711871994082576e-06,-1.600414504127194e-06,-1.9600293458328265e-08,-1.973796505126516e-05,-1.528477226310987e-05,7.90010142127578e-07,-8.547028699659055e-06,2.3413609914261175e-06,-2.6215315273058798e-05,-1.1112570435995172e-06,1.873132525346022e-05,-4.776321965608049e-07,3.597365423337722e-06,-9.513242616784212e-06,-9.53030041606753e-06,-4.637598979040466e-06,3.355421267396153e-06,5.910304486116474e-06,1.6905884619919883e-05,1.4109294046897112e-05,5.670660218761526e-06,6.554865961281982e-06,7.2830004920869895e-06,4.2860778036614473e-07,9.092268447520073e-06,1.577133008620972e-05,2.0121090113633495e-06,2.4103349803390214e-06,1.3116350812943572e-06,7.177832522633926e-07,-7.736505223676116e-06,-3.7337762847995573e-06,-1.0303074303582e-06,7.4920431571804055e-06,1.8641196586679684e-05,-2.947596345624034e-06,2.974621134117622e-07,6.445693895573438e-06,7.20527395237798e-06,-1.2570230933972036e-06,-6.627580540497143e-06,-1.2816730160706136e-06,-2.9798705357607725e-05,3.3742675300290217e-06,2.0913039480603423e-06,6.5660950760825e-07,1.6819226486801477e-06,-2.988896379778332e-06,4.04354043400075e-06,-9.566384446884398e-06,1.3010474455710653e-05,2.5005392233180758e-05,-1.1804025272350341e-05,-2.286981037811054e-06,5.155572226241158e-06,1.175387465328815e-05,1.1519447329730738e-06,-2.4779705743514506e-05,3.8961222022187815e-06,1.6192327621180543e-06,2.1541763704655508e-05,2.1782036535011306e-05,1.4493944182159777e-05,-4.182066930004917e-07,-3.1822062575238348e-06,4.414653550259646e-07,3.668926772737758e-05,-7.263424407817448e-08,0.0
